発明の名称,要約,出願番号,公開番号,applicant_main,inventor_main,year,ipc_main_group,cluster,cluster_label,umap_x,umap_y,eagle_cluster,drill_cluster,drill_cluster_label,mega_pulse_group,core_技術分類,core_課題分類,core_解決手段分類
静電潜像現像用トナー外添剤,-,特願2010-234151,特開2012-088462,"['テイカ', '白石中央研究所']",[],2010.0,"['G03G9', '374', 'C01F11', '371']",34,"[34] 製造, 貝殻, ドロマイト",15.714501,11.771687,-1,,,リーダー (Leaders),その他,その他,その他
高純度沈降炭酸カルシウムの製造,-,特願2013-535369,特表2013-540687,['オムヤ\u3000インターナショナル\u3000アーゲー'],[],2011.0,['C01F11'],30,"[30] 炭酸カルシウム, 製造, カルシウム",19.644293,19.027185,-1,,,衰退・ニッチ (Declining/Niche),炭酸塩製造・粒子制御技術;その他炭酸塩関連技術,その他,その他
炭酸カルシウム含有材料の取扱性を改善する方法,-,特願2013-535366,特表2013-544922,['オムヤ\u3000インターナショナル\u3000アーゲー'],[],2011.0,"['C09C1', 'D21H21', 'C09D133', 'C09D17', 'C09C3', 'C08K3', 'C09D201', 'C09D7', 'C01F11']",30,"[30] 炭酸カルシウム, 製造, カルシウム",19.237387,18.168873,-1,,,衰退・ニッチ (Declining/Niche),その他炭酸塩関連技術,その他,その他
複合粒子、複合粒子の製造方法、複合粒子内添紙及び塗工紙,-,特願2010-229549,特開2012-082549,['大王製紙'],[],2010.0,"['D21H19', 'C01F11', 'D21H17']",18,"[18] 製造, 無機, 光学",16.150373,13.075669,-1,,,,その他,その他,表面処理・複合化の適用
消石灰ブリケット及びその用途,-,特願2010-211579,特開2012-066952,['電気化学工業'],[],2010.0,"['C04B35', 'C01F11']",28,"[28] 石灰石, 石灰, 製造",17.365658,10.868572,-1,,,,その他,その他,その他
重金属またはフッ素の溶出低減材の製造方法,-,特願2010-194440,特開2012-050911,['住友大阪セメント'],[],2010.0,"['C09K17', 'B01J20', '304@K', 'B09B3', 'B09C1', 'C01F5', 'C09K3', 'B82Y99', 'B82Y30', 'C01F11', 'B09B101:90']",29,"[29] 鉱物, 重金属, 製造",15.092013,10.790376,-1,,,リーダー (Leaders),その他,その他,その他
無機粒子の製造方法およびその装置,-,特願2010-190711,特開2012-046847,['スチールプランテック'],[],2010.0,"['C09C1', 'C01F11', 'D21H17']",18,"[18] 製造, 無機, 光学",16.299404,12.7513685,-1,,,,その他,その他,専用装置・プラントシステムの設計
予備消和による石灰苛性化生成物の明度改善,-,特願2013-526042,特表2013-536154,['スペシャルティ\u3000ミネラルズ\u3000（ミシガン）\u3000インコーポレーテツド'],[],2011.0,"['D21C11', 'C01F11', 'D21H17']",28,"[28] 石灰石, 石灰, 製造",17.335077,10.950237,-1,,,,その他,その他,回収・循環プロセスの構築
炭酸カルシウムの沈殿のための方法およびシステムならびに炭酸カルシウムを含む製品,-,特願2013-525331,特表2013-536329,['ウーペーエム－キュンメネ\u3000コーポレイション'],[],2011.0,"['C01F11', 'D21H17']",30,"[30] 炭酸カルシウム, 製造, カルシウム",19.170877,18.49302,-1,,,,その他炭酸塩関連技術,その他,専用装置・プラントシステムの設計
脱塩水および淡水の再ミネラル化のための微粒子化ＣａＣＯ３スラリー注入システム,-,特願2013-524412,特表2013-535332,['オムヤ\u3000インターナショナル\u3000アーゲー'],[],2011.0,"['520@B', '521@D', '530@A', '510@A', 'C02F1', '510@H', '522@B', '520@D', '520@C', '520@L', '510@B', '530@K', '510@G', 'C01F11', '530@L']",27,"[27] 炭酸カルシウム, 水性, 製造",18.203522,8.381707,-1,,,衰退・ニッチ (Declining/Niche),その他,その他,専用装置・プラントシステムの設計
消石灰粒子、軽質炭酸カルシウムの製造方法ならびにそれにより得られた軽質炭酸カルシウムを用いた紙および塗被紙,-,特願2011-027486,特開2012-031043,['王子ホールディングス'],[],2011.0,"['D21H19', 'C01F11', 'D21H17']",12,"[12] 炭酸カルシウム, 軽質炭酸, 製造",11.334857,12.181667,-1,,,衰退・ニッチ (Declining/Niche),炭酸塩製造・粒子制御技術;その他炭酸塩関連技術,その他,その他
軽質炭酸カルシウムの製造方法,-,特願2010-284034,特開2012-031041,['王子ホールディングス'],[],2010.0,"['D21H19', 'C01F11', 'D21H17']",17,"[17] 軽質炭酸, カルシウム, 製造",22.084204,17.904226,-1,,,衰退・ニッチ (Declining/Niche),炭酸塩製造・粒子制御技術;その他炭酸塩関連技術,その他,その他
白色顔料の製造方法、その製造方法により製造された白色顔料およびその白色顔料を使用する高級紙,-,特願2011-150070,特開2013-014726,['五條製紙'],[],2011.0,"['C09C1', 'D21H17', 'C09C3', 'C01B39', 'C01F7', 'C01F11', 'C02F11']",25,"[25] 顔料, 製造, 自己結合",13.735329,11.836017,-1,,,,製紙・パルププロセス技術,その他,その他
表面処理炭酸カルシウム材料の調製方法および水性媒体中の有機材料の制御におけるこれらの使用,-,特願2013-520062,特表2013-538773,['オムヤ\u3000インターナショナル\u3000アーゲー'],[],2011.0,"['B01J20', 'C09C1', 'D21H17', 'C02F1', 'B01J2', 'C09C3', 'C01F11']",-1,ノイズ / 小クラスタ,14.391914,13.779827,-1,,,衰退・ニッチ (Declining/Niche),その他炭酸塩関連技術,その他,表面処理・複合化の適用
繊維状の石綿を立方状の炭酸カルシウムに変形させる方法,-,特願2010-265035,特開2012-012281,['コリア\u3000インスティテュート\u3000オブ\u3000ジオサイエンス\u3000アンド\u3000ミネラル\u3000リソーシズ'],[],2010.0,"['B09B101:35', 'B09B3', 'C01F11', '304@J']",22,"[22] 製造, 炭酸カルシウム, 紡錘状",18.135092,16.05945,-1,,,,その他炭酸塩関連技術,その他,その他
炭酸カルシウム含有材料の水性懸濁液中の添加剤としての２－アミノエタノールの使用,-,特願2013-513619,特表2013-533336,['オムヤ\u3000インターナショナル\u3000アーゲー'],[],2011.0,"['C09C1', 'D21H21', 'C09D7', 'C09C3', 'C09D201', 'C09D17', 'C01F11']",27,"[27] 炭酸カルシウム, 水性, 製造",17.861006,8.862811,-1,,,衰退・ニッチ (Declining/Niche),その他炭酸塩関連技術,その他,配合・充填・抄紙プロセスの最適化
繊維状ウェブ装置に関連して配置されたＰＣＣのインライン製造プロセス中の石灰乳のインライン製造方法及び装置,-,特願2013-513726,特表2013-528155,"['ウエテンド\u3000テクノロジーズ\u3000オサケユキチュア', 'ウプム\u3000－\u3000キメネ\u3000オーワイジェイ']",[],2011.0,['C01F11'],-1,ノイズ / 小クラスタ,18.516102,16.931133,-1,,,,その他,その他,専用装置・プラントシステムの設計
無機物質の高固体懸濁液の製造方法,-,特願2013-511687,特表2013-528240,['オムヤ\u3000インターナショナル\u3000アーゲー'],[],2011.0,"['C09C1', 'C09D17', 'C09C3', 'D21H19', 'C01F11']",34,"[34] 製造, 貝殻, ドロマイト",15.857545,11.511313,-1,,,衰退・ニッチ (Declining/Niche),その他,その他,その他
表面処理された鉱物フィラー生成物の調製方法およびこの使用,-,特願2013-512830,特表2013-530277,['オムヤ\u3000インターナショナル\u3000アーゲー'],[],2011.0,"['C08L101', 'C09C1', 'C08K9', 'C09C3', 'C01F11']",29,"[29] 鉱物, 重金属, 製造",14.940868,10.944584,-1,,,衰退・ニッチ (Declining/Niche),その他,その他,表面処理・複合化の適用
粒子、粒子分散液、粒子分散樹脂組成物および樹脂成形体,-,特願2010-172310,特開2011-236111,['日東電工'],[],2010.0,"['C08L101', 'C01G23', 'C01F11', 'C08K3']",18,"[18] 製造, 無機, 光学",15.976227,12.816432,-1,,,,その他,その他,その他
有機無機複合粒子、粒子分散液、粒子分散樹脂組成物および有機無機複合粒子の製造方法,-,特願2010-172306,特開2011-236110,"['日東電工', '国立大学法人東北大学']",[],2010.0,"['C08K9', 'C01B13', 'C01F11', 'C08L101']",18,"[18] 製造, 無機, 光学",16.287155,12.931457,-1,,,,その他,その他,表面処理・複合化の適用
重質炭酸カルシウムの湿式粉砕方法,-,特願2010-101665,特開2011-230950,['アシザワ・ファインテック'],[],2010.0,"['D21H19', 'B02C17', 'C01F11', 'D21H17']",27,"[27] 炭酸カルシウム, 水性, 製造",17.932432,8.631855,-1,,,,その他炭酸塩関連技術,その他,その他の手段
紡錘状軽質炭酸カルシウムの製造方法,-,特願2010-095602,特開2011-225390,['王子ホールディングス'],[],2010.0,"['D21H19', 'C01F11']",22,"[22] 製造, 炭酸カルシウム, 紡錘状",18.198858,16.219664,-1,,,衰退・ニッチ (Declining/Niche),炭酸塩製造・粒子制御技術;その他炭酸塩関連技術,その他,その他
二酸化炭素利用による熱生産方法、逐次発熱温度制御方法、熱生産システム、温度調節装置および融雪装置,-,特願2010-080971,特開2011-213779,['上田\u3000重作'],[],2010.0,"['C01B32', 'C09K5', 'B01J19', 'F24V30', 'E01H5', 'C01B31', 'F24J1', '302', 'C01F11']",9,"[9] 二酸化炭素, 製造, 炭酸ガス",15.507665,17.81073,-1,1,"[1] 二酸化炭素, 製造, 炭酸ガス",,その他,その他,専用装置・プラントシステムの設計
炭酸カルシウムの製造方法,-,特願2010-082208,特開2011-213528,['日本製紙'],[],2010.0,"['C01F11', 'D21H17']",15,"[15] 炭酸カルシウム, 製造, 多面体炭酸",18.58533,20.386917,-1,,,衰退・ニッチ (Declining/Niche),炭酸塩製造・粒子制御技術;その他炭酸塩関連技術,その他,その他
炭酸カルシウムの製造方法,-,特願2010-082207,特開2011-213527,['日本製紙'],[],2010.0,['C01F11'],15,"[15] 炭酸カルシウム, 製造, 多面体炭酸",18.627619,20.356684,-1,,,衰退・ニッチ (Declining/Niche),炭酸塩製造・粒子制御技術;その他炭酸塩関連技術,その他,その他
汚染化学物質の吸着剤,-,特願2011-119372,特開2011-212676,['三菱瓦斯化学'],[],2011.0,"['C01B33', 'B01J20', 'C01B32', 'C12N1', 'C12N11', 'C01B31', 'C01F11']",33,"[33] 分散剤, 吸着剤, 分散質",16.342102,10.271926,-1,,,,その他,その他,その他
表面改変鉱物材料を調製する方法、得られた生成物およびその使用,-,特願2013-504201,特表2013-525516,['オムヤ\u3000インターナショナル\u3000アーゲー'],[],2011.0,"['C01F11', 'C09C1', 'C09D17', 'C09C3']",29,"[29] 鉱物, 重金属, 製造",14.845968,10.966875,-1,,,衰退・ニッチ (Declining/Niche),その他,その他,その他
湿式ライン用粉末組成物,-,特願2010-158488,特開2011-207737,['綾部\u3000敏郎'],[],2010.0,"['C01F11', 'A63C19']",26,"[26] 水性, 脱水, 石灰泥",16.986866,9.388182,-1,,,,その他,その他,その他
マグネシウムを含有するバテライト型炭酸カルシウムの製造方法およびマグネシウムを含有するバテライト型炭酸カルシウム,-,特願2010-078832,特開2011-207712,['太平洋セメント'],[],2010.0,['C01F11'],-1,ノイズ / 小クラスタ,21.092606,16.11412,-1,,,成熟・既存勢力 (Established),炭酸塩製造・粒子制御技術;その他炭酸塩関連技術,その他,その他
沈降炭酸カルシウムを得る方法,-,特願2013-501848,特表2013-527105,['オムヤ\u3000インターナショナル\u3000アーゲー'],[],2011.0,['C01F11'],-1,ノイズ / 小クラスタ,19.57003,16.199669,-1,,,衰退・ニッチ (Declining/Niche),炭酸塩製造・粒子制御技術;その他炭酸塩関連技術,その他,その他
少なくとも１種の疎水性修飾ポリアルキレンイミンを含む捕集剤を用いてケイ酸塩およびアルカリ土類金属炭酸塩を分離するためのフロス浮選方法,-,特願2012-557543,特表2013-525237,['オムヤ\u3000インターナショナル\u3000アーゲー'],[],2011.0,"['C01B33', 'B03D101:02', '100', 'C01F5', 'B03D103:00', 'C01F1', 'C01F11', 'B03D1']",-1,ノイズ / 小クラスタ,15.157333,8.823278,-1,,,衰退・ニッチ (Declining/Niche),その他炭酸塩関連技術,その他,その他
生物由来の石灰質物質からのタンパク質の除去方法,-,特願2010-053882,特開2011-184269,"['和田木型製作所', '学校法人近畿大学']",[],2010.0,"['C08L101', 'C01F11', 'C08K3']",-1,ノイズ / 小クラスタ,17.378963,17.55093,-1,,,,その他,その他,その他
繊維ウェブの製造工程中に炭酸カルシウムをインライン製造するための方法及び反応器,-,特願2012-556558,特表2013-521417,"['ユーピーエム\u3000－\u3000キュンメネ\u3000コーポレイション', 'ウエテンド\u3000テクノロジーズ\u3000オサケユキチュア']",[],2011.0,"['D21D99', 'D21F1', 'C01F11', 'D21H17']",22,"[22] 製造, 炭酸カルシウム, 紡錘状",18.13773,16.258087,-1,,,,炭酸塩製造・粒子制御技術;その他炭酸塩関連技術,その他,専用装置・プラントシステムの設計
表面処理炭酸カルシウム及びそれを含むペースト状樹脂組成物,-,特願2011-502159,WO2011/099154,['白石工業'],[],2010.0,"['C08L83', 'C08L75', 'C09C1', 'C08L27', 'C08K9', 'C08L81', 'C09C3', 'C01F11']",20,"[20] 炭酸カルシウム, 該填料, 硬化型",13.916837,13.7856245,-1,,,成熟・既存勢力 (Established),高分子・樹脂複合材料技術;その他炭酸塩関連技術,その他,表面処理・複合化の適用
球状炭酸カルシウムの製造方法,-,特願2010-022140,特開2011-157245,['国立大学法人\u3000宮崎大学'],[],2010.0,['C01F11'],16,"[16] 球状炭酸, 製造, カルシウム",19.14614,12.746063,-1,,,,炭酸塩製造・粒子制御技術;その他炭酸塩関連技術,その他,その他
炭酸カルシウム含有物質の水性懸濁液における添加剤としてのポリエチレンイミンの使用,-,特願2012-550410,特表2013-518160,['オムヤ\u3000インターナショナル\u3000アーゲー'],[],2011.0,"['C09C3', 'C09C1', 'C09D17', 'C01F11']",27,"[27] 炭酸カルシウム, 水性, 製造",17.893084,8.901664,-1,,,衰退・ニッチ (Declining/Niche),その他炭酸塩関連技術,その他,配合・充填・抄紙プロセスの最適化
炭酸カルシウム含有物質の水性懸濁液への添加剤としての２－（（１－メチルプロピル）アミノ）エタノールの使用,-,特願2012-549353,特表2013-518014,['オムヤ\u3000インターナショナル\u3000アーゲー'],[],2011.0,"['C09D17', 'C01F11']",27,"[27] 炭酸カルシウム, 水性, 製造",17.885912,8.838552,-1,,,衰退・ニッチ (Declining/Niche),その他炭酸塩関連技術,その他,配合・充填・抄紙プロセスの最適化
物質内包炭酸カルシウム、その製造方法及び使用,-,特願2010-004429,特開2011-144056,['独立行政法人産業技術総合研究所'],[],2010.0,"['A61K47', 'A61K9', 'C01F11', 'C07K17']",30,"[30] 炭酸カルシウム, 製造, カルシウム",18.763027,18.610146,-1,,,,炭酸塩製造・粒子制御技術;その他炭酸塩関連技術,その他,その他
水素ガス含有炭酸カルシウム及びその製造方法,-,特願2010-276275,特開2012-121782,['バイオレドックス研究所'],[],2010.0,"['B01J20', 'C01B3', 'A23L1', 'A23L33', 'C01F11']",9,"[9] 二酸化炭素, 製造, 炭酸ガス",15.904277,17.533602,-1,0,"[0] 製造, 水素担持粉, 炭酸カルシウム",,炭酸塩製造・粒子制御技術;その他炭酸塩関連技術,その他,その他
消石灰粒状物,-,特願2009-297608,特開2011-136858,['宇部マテリアルズ'],[],2009.0,"['C01F11', 'C05D3']",28,"[28] 石灰石, 石灰, 製造",17.397745,10.813215,-1,,,リーダー (Leaders),その他,その他,その他
炭酸カルシウム顆粒,-,特願2011-014272,特開2011-136334,['デラボー\u3000エル．エル．シー．'],[],2011.0,"['A61K33', 'A61K9', 'B01J2', 'A61P19', 'C01F11']",24,"[24] 炭酸カルシウム, グリコ, カルシウム",20.022995,14.670027,-1,,,,その他炭酸塩関連技術,その他,その他
バテライト型炭酸カルシウムの製造方法,-,特願2009-286538,特開2011-126741,['太平洋セメント'],[],2009.0,['C01F11'],-1,ノイズ / 小クラスタ,21.194925,15.990523,-1,,,成熟・既存勢力 (Established),炭酸塩製造・粒子制御技術;その他炭酸塩関連技術,その他,その他
